RepID,RepIDurl,ExpID,ExpName,Purpose,Conclusion,Comments,Keywords,ManuscriptUrl,Manuscripts,Design,Design_FCS_Count,MifScore,PResearcher,PInvestigator,UploadAuth,ExpDates,ExpStart,ExpEnd,UploadDate,LastUpdate,Organizations,Funding,QualControl,QualControlUrl,hasWSP,Attachments,Event_total_K,Event_mean_K,FCS_count,FCS_total_MB,FCS_mean_MB,FCSVers,Cytometer
FR-FCM-Z5R6,FR-FCM-Z5R6,5990,Exosome-induced changes of E-Cadherin and Vimentin expression by HNSCC cell line,Reveal influence of patient-derived exosomes from before and after therapy on the epithelial and mesenchymal protein profile of tumor cells in vitro,"Cells treated with exosomes from both timepoints showed a reduced E-cadherin expression compared to untreated cells. However, exosomes from patients after therapy induced a significantly lower E-cadherin inhibition compared to exosomes from patients before therapy. Cells co-incubated with exosomes from patients before and after therapy showed an increase of vimentin expression compared to untreated cells, however non-significant.",,[exosomes][EMT][HNSCC],,,"[Conditions = after therapy(74), before therapy(68)]",142,52,Linda Hofmann,Linda Hofmann,Linda Hofmann,2019-06-01 - 2019-08-31,2019-06-01,2019-08-31,2022-10-01,2022-10-01,"Ulm University,  ENT Department, Ulm,  (Germany)",NA,Flow-Check™ Pro Fluorospheres - Beckman Coulter,,,,5158.646,36.328,142,119.554,0.842,FCS3.1(142),Gallios (Kaluza)(142)
FR-FCM-Z5R7,FR-FCM-Z5R7,5991,QTL Analysis in Komagataella phaffii,"To perform QTL analysis in wildtype isolates of Komagataella phaffii (K. phaffii), also known as Pichia pastoris. The ultimate goal was to determine genomic variants from these wildtype isolates that are beneficial in terms of improving heterologous protein secretion in K. phaffii. The purpose of the flow cytometry aspect was to estimate ploidy of our selected segregants and isolate haploids only for whole genome sequencing.","We achieved our goal of mapping genomic elements to single nucleotide resolution that could be beneficial to the industrial performance of K. phaffii, with respect to its application as a microbial cellular platform for the secretion of heterologous proteins.",,,,,,,20,Benjamin Offei,Benjamin Offei,Benjamin Offei,2017-01-08 - 2022-09-26,2017-01-08,2022-09-26,2022-10-01,2022-10-01,None,Not disclosed,None,,,A10_S78.fcs,2183.473,13.562,161,116.999,0.727,FCS3.0(161),BD Accuri C6(161)
FR-FCM-Z5RA,FR-FCM-Z5RA,5994,EP20201103_CyTOF analysis_anti-THBS1 treatment of MuSC in culture,To determine the molecular response of sorted young and aged muscle stem cells to thrombospondin-1 blockade in vitro.,Thrombospondin-1 blockade in vitro leads to an increase in the proliferation of wild type young and aged muscle stem cells but not CD47-/- muscle stem cells,CyTOF molecular profile of young and aged muscle stem cells in response to in vitro thrombospondin-1 blockade,[IdU][Young and Aged][Thrombospondin-1 blockade][Molecular Profile],,,"[Conditions = anti THBS1(9), control(9)], [Sample Type = CD47KO Aged(6), WT Aged(6), WT Young(6)]",18,66,Ermelinda Porpiglia,Helen Blau,Ermelinda Porpiglia,2020-11-03 - 2020-11-03,2020-11-03,2020-11-03,2022-10-01,2022-11-01,"Stanford University,  Baxter Laboratory for Stem Cell Biology, Stanford, CA (United States)","This study was supported by BD Biosciences Stem Cell grant (E.P.); NIH grants NS089533 and AG020961, CIRM grant RB5-07469 and the Baxter Foundation (H.M.B.).",Visual inspection of biaxial plots,,,,2869.501,159.417,18,558.313,31.017,FCS3.0(18),DVSSCIENCES-CYTOF(18)
FR-FCM-Z5RB,FR-FCM-Z5RB,5995,EP20201207_CyTOF analysis_THBS1 treatment of MuSC in culture,To determine the molecular response of sorted young muscle stem cells to thrombospondin-1 treatment in vitro.,In response to increasing thrombospondin-1 (THBS1) doses we discovered a decrease in the fraction of IdU+ cells and Ki67+ cells while the fraction of cleaved PARP+ cells was unchanged. We also found an increase in the levels of p57 protein.,,[Ki67][Thrombospondin-1 treatment in vitro][Young muscle stem cells][p57],,,"[Doses = 0(3), 1.25ug/ml THBS1(3), 5 ug/ml THBS1(3)]",9,64,Ermelinda Porpiglia,Helen Blau,Ermelinda Porpiglia,2020-12-07 - 2020-12-07,2020-12-07,2020-12-07,2022-10-01,2022-11-01,"Stanford University,  Baxter Laboratory for Stem Cell Biology, Stanford, CA (United States)","This study was supported by BD Biosciences Stem Cell grant (E.P.); NIH grants NS089533 and AG020961, CIRM grant RB5-07469 and the Baxter Foundation (H.M.B.)",Visual inspection of biaxial plots,,,,1831.35,203.483,9,363.302,40.367,FCS3.0(9),DVSSCIENCES-CYTOF(9)
FR-FCM-Z5RC,FR-FCM-Z5RC,5996,EP20210126_CyTOF analysis_anti-THBS1 treatment in vivo prior to notexin injury,To determine the cellular and molecular response of young and aged muscle stem cells to in vivo thrombospondin-1 blockade in the context of regeneration,In vivo thrombospondin-1 blockade improves aged muscle stem cell response to muscle injury by notexin injection,Cellular and molecular profile of muscle stem and progenitor cells from young and aged mice in response to in vivo thrombospondin-1 blockade,[In vivo thrombospondin-1 blockade][muscle regeneration][young and aged muscle],,,"[Sample Type = Aged(6), Young(6)], [Conditions = anti_THBS1(6), IgG(6)]",12,66,Ermelinda Porpiglia,Helen Blau,Ermelinda Porpiglia,2021-01-26 - 2021-01-26,2021-01-26,2021-01-26,2022-10-01,2022-11-01,"Stanford University,  Baxter Laboratory for Stem Cell Biology, Stanford, CA (United States)","This study was supported by BD Biosciences Stem Cell grant (E.P.); NIH grants NS089533 and AG020961, CIRM grant RB5-07469 and the Baxter Foundation (H.M.B.)",Visual inspection of biaxial plots,,,,12594.181,1049.515,12,2498.272,208.189,FCS3.0(12),DVSSCIENCES-CYTOF-6.0.626(12)
FR-FCM-Z5RD,FR-FCM-Z5RD,5997,EP20180126_CyTOF analysis_Young and Aged Injury time course,"To determine the dynamics of thrombospondin-1 expression in vivo in the context of injury and aging, we employed CyTOF to measure intracellular thrombospondin-1 in stem and progenitor cells from young and aged mice during the course of an acute injury time course by notexin injection.",We found that the dynamics of thrombospondin-1 expression in the context of injury are dysregulated in aged muscle stem cells,,[CyTOF][Injury time course][notexin injury][young and aged skeletal muscle],,,"[Timepoints = D0(6), D3(6), D6(6)], [Sample Type = Aged(9), Young(9)]",18,66,Ermelinda Porpiglia,Helen Blau,Ermelinda Porpiglia,2018-01-26 - 2018-01-26,2018-01-26,2018-01-26,2022-10-01,2022-11-01,"Stanford University,  Baxter Laboratory for Stem Cell Biology, Stanford, CA (United States)","This study was supported by BD Biosciences Stem Cell grant (E.P.); NIH grants NS089533 and AG020961, CIRM grant RB5-07469 and the Baxter Foundation (H.M.B.)",Visual inspection of biaxial plots,,,,28081.616,1560.09,18,5570.445,309.469,FCS3.0(18),DVSSCIENCES-CYTOF-6.0.626(18)
FR-FCM-Z5RE,FR-FCM-Z5RE,5998,EP20190508_CyTOF analysis_anti-THBS1 treatment in vivo_end of treatment,To determine the cellular and molecular response of young and aged muscle stem cells to in vivo thrombospondin-1 blockade in absence of injury (Day 0) and in the context of injury and regeneration (Day 6 post injury).,In vivo thrombospondin-1 blockade improves aged muscle stem cell activation and proliferation in absence of injury (Day 0) and leads to an increase in Pax7+ cells upon notexin injury (Day 6 post injury).,Cellular and molecular profile of muscle stem cells from young and aged mice in response to in vivo thrombospondin-1 blockade in absence of injury (Day 0) and in the context of injury and regeneration (Day 6 post injury). Muscle tissue for Day 0 was harvested at the end of treatment. Notexin injury was performed at the end of the thrombospondin-1 blockade regimen and muscle samples were harvested at Day 6 post-injury.,[CyTOF][Thrombospondin-1 blockade in vivo][muscle stem cell activation],,,"[Conditions = anti_THBS1(11), IgG(11)], [Sample Type = Aged(10), Young(12)], [Timepoints = D0(12), D6(10)]",22,66,Ermelinda Porpiglia,Helen Blau,Ermelinda Porpiglia,2019-05-08 - 2019-05-08,2019-05-08,2019-05-08,2022-10-01,2022-11-01,"Stanford University,  Baxter Laboratory for Stem Cell Biology, Stanford, CA (United States)","This study was supported by BD Biosciences Stem Cell grant (E.P.); NIH grants NS089533 and AG020961, CIRM grant RB5-07469 and the Baxter Foundation (H.M.B.).",Visual inspection of biaxial plots,,,,4991.915,226.905,22,990.286,45.013,FCS3.0(22),DVSSCIENCES-CYTOF-6.0.626(22)
FR-FCM-Z5RF,FR-FCM-Z5RF,5999,EP20190802_CyTOF analysis_anti-THBS1 treatment in vivo prior to notexin injury,To determine the cellular and molecular response of young and aged muscle stem cells to in vivo thrombospondin-1 (THBS1) blockade in the context of regeneration,Thrombospondin-1 blockade boosts the activation and proliferation of aged muscle stem cells in the context of regeneration,Uninjured muscle samples (Day 0) were collected 6 days after the end of treatment to investigate the ability of activated muscle stem cells to self-renew. Notexin injury was performed at the end of the thrombospondin-1 blockade treatment and muscle samples were collected 3- or 6-days post injury.,[Injury time course][Thrombospondin-1 blockade in vivo][young and aged muscle],,,"[Conditions = anti THBS1(18), control(18)], [Sample Type = Aged(18), Young(18)]",36,66,Ermelinda Porpiglia,Helen Blau,Ermelinda Porpiglia,2019-08-02 - 2019-08-02,2019-08-02,2019-08-02,2022-10-01,2022-11-01,"Stanford University,  Baxter Laboratory for Stem Cell Biology, Stanford, CA (United States)",To determine the cellular and molecular response of young and aged muscle stem cells to in vivo thrombospondin-1 blockade in the context of regeneration,Visual inspection of biaxial plots,,,,32840.498,912.236,36,6514.491,180.958,FCS3.0(36),DVSSCIENCES-CYTOF-6.0.626(36)
FR-FCM-Z5RG,FR-FCM-Z5RG,6000,EP20190820_CyTOF analysis_anti-THBS1 treatment in vivo_end of treatment,To determine the cellular and molecular response of young and aged muscle stem cells to in vivo thrombospondin-1 (THBS1) blockade in absence of injury,In vivo thrombospondin-1 blockade improves aged muscle stem cell activation and proliferation in absence of injury,Cellular and molecular profile of muscle stem cells from young and aged mice in response to in vivo thrombospondin-1 blockade. Muscle tissue was harvested at the end of treatment,[Thrombospondin-1 blockade in vivo][young and aged muscle][muscle stem cell activation],,,"[Conditions = anti_THBS1(6), IgG(6)], [Sample Type = Aged(6), Young(6)]",12,66,Ermelinda Porpiglia,Helen Blau,Ermelinda Porpiglia,2019-08-20 - 2019-08-20,2019-08-20,2019-08-20,2022-10-01,2022-11-01,"Stanford University,  Baxter Laboratory for Stem Cell Biology, Stanford, CA (United States)","This study was supported by BD Biosciences Stem Cell grant (E.P.); NIH grants NS089533 and AG020961, CIRM grant RB5-07469 and the Baxter Foundation (H.M.B.)",Visual inspection of biaxial plots,,,,1108.467,92.372,12,219.917,18.326,FCS3.0(12),DVSSCIENCES-CYTOF-6.0.626(12)
FR-FCM-Z5RH,FR-FCM-Z5RH,6001,GBM Immune Subregion Analysis,"Run the GBM Immune checkpoint panel (Bartkowiak et al. BiorXiv 2022) on glioblastoma subregions from the most superficial, mid-region, and deep/ventricular region of the tumor.",None,,,,,,,15,Todd Bartkowiak,Todd Bartkowiak,Todd Bartkowiak,2022-10-18 -,2022-10-18,,2022-10-01,2023-05-01,None,Not disclosed,None,,,,7342.826,333.765,22,1792.773,81.49,FCS3.1(22),N(22)
FR-FCM-Z5RJ,FR-FCM-Z5RJ,6003,24-color (30-marker) antibody panel for deep immunophenotyping of immune cells in human peripheral blood,"This OMIP provides a detailed description of a 24-color (30-markers)  full spectrum flow cytometry panel to identify all major immune compartments of blood, neutrophils, basophils, eosinophils as well as T, B, MAIT, Treg, NK, NKT-like, ?? T, monocytes and dendritic cells, basophils, ILCs and their associated subsets. Activation, differentiation, check point and senescence markers were employed to provide an in-depth immune profiling in a single sample.","Full Spectrum Flow Cytometry allows detection of 30 markers simultaneously with good population resolution, allowing comprehensive in-depth immune cell profiling within a single biological sample.",Unmixed data file with FlowJo workspace datafile used in OMIP as an example.,[T cell][monocyte][B cell][dendritic cells][regulatory T cells][NK cell][iNKT cells][full spectrum flow cytometry][High dimensional flow cytometry][Immune profiling][NKT-like cell][Naïve and Memory T cells][ILCs][gdT cells  MAIT cells],,,,,66,Arkadiusz Pierzchalski,Arkadiusz Pierzchalski,Arkadiusz Pierzchalski,2020-01-06 - 2022-08-31,2020-01-06,2022-08-31,2022-10-01,2023-05-01,"Helmholtz-Centre for Environmental Research -UFZ,  Environmental Immunology, Leipzig, Saxony (Germany)",Not disclosed,"Daily QC was performed using SpectroFlo® QC beads prior to acquiring samples to ensure that the cytometer was performing optimally. Daily QC assessed the instrument’s optical alignment and the system performance drift by measuring %rCVs and gains needed to place the beads at the target locations established for each detector. During the typical QC protocol, Laser delays and area scaling factors were also optimized, and gain settings adjusted to account for day-to-day instrument variability.",,WSP,Panel_LXXVI_24_color_(30)_TIME_WB_30.08.2022_AMa_only.wsp,100,100,1,11.833,11.833,FCS3.1(1),Aurora(1)
FR-FCM-Z5RK,FR-FCM-Z5RK,6004,Breast cancer PBMCs,Evaluation of PBMCs obtained from breast cancer patients (before and after NAC) in response to in vitro stimulation.,None,,[human PBMCs][Breast Cancer][in vitro culture],,,,,43,DAVID BERNAL-ESTEVEZ,DAVID BERNAL-ESTEVEZ,DAVID BERNAL-ESTEVEZ,2020-08-01 - 2020-10-01,2020-08-01,2020-10-01,2022-10-01,2022-10-01,"Universidad Nacional de Colombia,  Facultad de Medicina, BOGOTA,  (Colombia)
                    <br />
                    FUNDACION SALUD DE LOS ANDES, BOGOTA,  (Colombia)",Not disclosed,None,,,FCS_data_2.csv,5678.312,189.277,30,390.033,13.001,FCS3.0(30),FACSAriaIII(30)
FR-FCM-Z5RM,FR-FCM-Z5RM,6006,CD4+ T cell subset imbalance in rheumatoid arthritis: a case-control study,To capture previously reported Th imbalance in RA with deep immunophenotyping techniques; to compare hypothesis-free unsupervised automated clustering with hypothesis-driven conventional biaxial gating and explore if Th cell heterogeneity accounts for conflicting association results.,"Innovative approaches capture known CD4+ T cell subset imbalances in RA blood, even in a small sample size.",,[Intracellular Cytokine Staining][Immunophenotyping][T cell][rheumatoid arthritis][mass cytometry],,,"[Conditions = Stimulated(20), Unstimulated(20)], [Sample Type = Live CD3 cell events(40)]",40,28,Ben Mulhearn,Ben Mulhearn,Ben Mulhearn,2016-10-09 - 2022-10-19,2016-10-09,2022-10-19,2022-10-01,2023-04-01,None,"NIHR
                    Wellcome Trust
                    Versus Arthritis",None,,,,1468.613,36.715,40,319.598,7.99,FCS3.0(40),DVSSCIENCES-CYTOF-6.5.358(40)
